trdmn,mkt_rf,smb,hml,umd,rf,smb_equal,hml_equal,umd_equal,rmw,cma,rmw_equal,cma_equal
202210,-0.038680451,0.0766793421,-0.010537988,-0.069918871,0.001365,0.0268132332,-0.037065809,-0.018793534,-0.075051958,0.0604819353,-0.012251474,0.0120669757
202211,0.0805259697,0.0048840582,0.0425482003,-0.042425189,0.001365,0.0121659169,0.0477742533,-0.0027799,-0.008110944,0.0289598427,-0.023456162,0.0325612588
202212,-0.020750915,-0.015838684,-0.032320311,-0.058710151,0.001365,-0.002108593,-0.009346054,-0.012776314,0.0195477735,-0.043914478,-0.010321263,-0.00662704
202301,0.068047196,0.0022894558,-0.019416536,-0.04959838,0.001365,0.0022820294,-0.022996489,-0.038412536,0.0313536416,-0.028581762,0.0271584831,-0.022802853
202302,0.0067820303,0.0232293148,0.022031722,-0.011505751,0.001365,0.0082546353,0.0118426403,-0.025099195,-0.013510386,0.0423548844,0.0046348663,0.0067186052
202303,-0.006301144,-0.019093357,-0.000998678,0.0036330424,0.001365,-0.005359131,-0.015630269,-0.015923038,-0.006653718,0.0254616306,-0.003443047,0.0038016055
202304,-0.015135406,-0.021921712,0.0689679415,0.0251026358,0.001365,-0.010331505,0.0477559579,0.0199596412,-0.006715423,0.0614890537,0.0055841198,0.0071553655
202305,-0.03850666,0.0628262056,0.0050331511,0.0298536903,0.001365,0.0419088871,0.0011833737,0.0450011971,-0.031449888,0.0249433553,-0.008513453,-0.008677493
202306,0.0220251989,0.0083129114,-0.003863914,-0.004841373,0.001365,0.0154946516,0.0018243271,0.0009809915,0.0262968664,-0.014047992,0.0014375847,-0.004057031
202307,0.0231025261,0.004312504,0.0238677317,-0.069112366,0.001365,0.0220606999,0.0392894217,-0.078312256,-0.005610115,0.0157738763,-0.03145576,0.0414199927
202308,-0.057358518,0.020256623,0.0002551176,0.0352387344,0.001365,0.0272783817,0.0008594308,0.0339643305,0.006238734,0.0088555969,-0.015756161,0.0150736443
202309,-0.009933912,0.0135237481,0.0223442549,0.0035538534,0.001283,0.0078075127,0.0124724364,-0.005749165,-0.007131641,0.0055867206,-0.008757432,0.0042997606
202310,-0.028237549,0.037723898,-0.010133023,-0.024465464,0.001283,0.0253508163,-0.002137902,-0.011927002,-0.033300496,0.0032338128,-0.025008243,0.0152846272
202311,0.0047714953,0.0531728926,0.0020609162,0.0276722331,0.001283,0.0356879619,-0.006016729,0.0234388926,-0.025888407,0.0386058525,-0.024806511,0.0194901227
202312,-0.021698397,0.006134328,0.0093581049,0.011094178,0.001283,0.0154361943,0.0041444964,0.010439008,0.0182215646,-0.016635041,0.00993514,-0.005578359
202401,-0.109442116,-0.100755336,0.0885377392,0.0845906575,0.001283,-0.040815826,0.0684440645,-0.004262782,0.0268459152,-0.004621609,0.0089696088,0.0051505583
202402,0.0943918069,-0.099512226,-0.049867746,-0.03197688,0.0012,-0.101750457,-0.054682373,-0.013557941,0.0475684462,-0.051068904,0.0819203157,-0.060279465
202403,0.0248873165,0.0589868752,0.0181897934,0.0438647984,0.0012,0.062863004,0.0163359022,0.0117578041,-0.003613926,0.0009269678,-0.031400674,0.0213499699
202404,0.0110726599,-0.05149624,0.0198625909,0.0349394524,0.0012,-0.040798561,0.0343263313,0.011043275,0.0456039914,-0.036677596,0.0699567715,-0.05159493
202405,-0.011650437,-0.006236643,0.0248231749,0.0100124647,0.0012,0.0046372448,0.0183712497,0.0220977573,0.0183475521,-0.016453472,0.030419212,-0.026335671
202406,-0.047201185,-0.048451534,0.036391596,0.0983161763,0.0012,-0.007324429,0.021340315,0.0537396107,0.0240716025,-0.01504031,0.0267525981,-0.014318685
202407,-0.011693641,0.0377100184,-0.001822788,-0.051420703,0.001118,0.0287288187,0.0050105212,-0.059099378,-0.055939445,0.022831265,-0.052037763,0.057543578
202408,-0.038626742,0.0196894357,-0.006677612,0.0103890136,0.001118,0.0310790291,-0.007469016,-0.038970739,0.0207825931,0.0037474651,-0.019003344,0.0218921188
202409,0.1967140121,0.0279029852,-0.063128831,-0.139406873,0.001118,-0.004685558,-0.040896724,-0.083960811,-0.027291505,0.017502022,-0.026036196,0.0231068511
202410,-0.003887419,0.1233192582,-0.035187192,-0.086878245,0.001118,0.0470035661,-0.061492671,-0.014413442,-0.130644502,0.0737317278,-0.11031363,0.0713597412
202411,0.0068121634,0.048182422,0.0084011225,-0.080758028,0.001118,0.0445813611,0.0094555437,-0.102276743,-0.03304039,0.0114069759,-0.017409388,0.0216359374
202412,-0.014054779,-0.053017728,0.0187578239,0.0540992863,0.001118,-0.024410849,0.0146820506,0.0087165454,0.0432881097,-0.028851287,0.0420011855,-0.026927513
202501,-0.030298192,0.0072141168,-0.014384056,0.0232249086,0.001118,0.0059857741,-0.010461143,0.0109170006,0.0176774965,-0.022862396,0.022922627,-0.021363488
202502,0.0328779668,0.0509185009,-0.03848481,-0.005667323,0.001118,0.0157185172,-0.037908887,0.00452225,-0.042884763,0.0152928985,-0.035032069,0.0194363616
202503,0.0001626951,-0.012724654,0.0083614232,-0.046098958,0.000912,-0.002945569,0.0108398177,-0.042674741,0.0270911475,-0.021473493,0.0227602668,-0.030431728
202504,-0.033479537,0.0170256549,0.0270492794,-0.009078811,0.000912,0.0244784724,0.0264216635,-0.004649099,-0.019248973,0.0094122057,-0.02620474,0.009725356
202505,0.0241060255,0.0497086462,0.0074441026,-0.008634426,0.000788,0.0529165531,0.0002580049,-0.013801203,-0.030661535,0.0197324153,-0.054597694,0.0341538067
202506,0.0310977606,0.0291503714,-0.029264706,0.0417363295,0.000788,0.0151868913,-0.036390836,0.0196600142,-0.023651379,0.0096052274,-0.019522846,0.0068621017
202507,0.0480479742,-0.006367855,0.009571565,-0.001394156,0.000788,-0.001639724,0.0142078552,-0.022962435,0.0045318404,-0.01406688,0.0044649715,-0.002657843
202508,0.0982751465,-0.052205159,-0.058494868,0.1499574975,0.000788,-0.04389012,-0.046190834,0.0559213318,0.0333852822,-0.062642352,0.036985726,-0.03639706
202509,0.0304412405,-0.030381392,-0.011908904,0.0390959829,0.000788,-0.004550052,0.015493937,0.0001011762,0.0546537046,-0.074882813,0.019265145,-0.026320679
202510,0.0062645023,0.0264815672,0.0405912957,-0.030287264,0.000788,0.0293948828,0.0304111525,-0.022569074,-0.024799615,0.0197240543,-0.030641063,0.0249314395
202511,-0.021694419,0.0442309664,0.0036426889,-0.03276045,0.000788,0.0385926574,-0.006692386,-0.034449834,-0.024934194,0.024440987,-0.044146835,0.0359621209
202512,0.0297415314,-0.038673229,0.0049947642,0.0753703294,0.000788,-0.040255928,-0.00187811,0.042481638,0.0137336115,-0.020466094,0.0342721327,-0.034859555
202601,0.0444705586,0.0038100518,-0.009646722,0.0258805549,0.000788,-0.010093978,-0.014555166,0.0258888101,-0.033831068,0.0146940383,-0.009868711,0.0054012788
